"palavras","sentimentos"
"opressor","negativo"
"opressores","negativo"
"oprime","negativo"
"oprimida","negativo"
"oprimidas","negativo"
"oprimidos","negativo"
"oprimir","negativo"
"opunha","negativo"
"opunham","negativo"
"opuseram","negativo"
"paga","negativo"
"pagado","negativo"
"pagam","negativo"
"pagar","negativo"
"panico","negativo"
"paralisa","negativo"
"paralisacao","negativo"
"paralisacoes","negativo"
"paralisada","negativo"
"paralisadas","negativo"
"paralisado","negativo"
"paralisados","negativo"
"paralisam","negativo"
"paralisando","negativo"
"paralisante","negativo"
"paralisar","negativo"
"paralisaram","negativo"
"peculato","negativo"
"penalidade","negativo"
"penalidades","negativo"
"perda","negativo"
"perdas","negativo"
"perde","negativo"
"perdedor","negativo"
"perdedora","negativo"
"perdedoras","negativo"
"perdedores","negativo"
"perdem","negativo"
"perdemos","negativo"
"perdendo","negativo"
"perder","negativo"
"perdera","negativo"
"perderam","negativo"
"perderao","negativo"
"perderem","negativo"
"perderemos","negativo"
"perderia","negativo"
"perderiam","negativo"
"perdermos","negativo"
"perdesse","negativo"
"perdeu","negativo"
"perdia","negativo"
"perdiam","negativo"
"perdida","negativo"
"perdidas","negativo"
"perdido","negativo"
"perdidos","negativo"
"perigo","negativo"
"perigos","negativo"
"perigosa","negativo"
"perigosamente","negativo"
"perigosas","negativo"
"perigosissimo","negativo"
"perigoso","negativo"
"perigosos","negativo"
"perturba","negativo"
"perturbacao","negativo"
"perturbacoes","negativo"
"perturbado","negativo"
"perturbador","negativo"
"perturbadora","negativo"
"perturbadoras","negativo"
"perturbadores","negativo"
"perturbar","negativo"
"perversa","negativo"
"perversas","negativo"
"perversidade","negativo"
"perversidades","negativo"
"perverso","negativo"
"perversos","negativo"
"pesando","negativo"
"pesar","negativo"
"pesaram","negativo"
"pessima","negativo"
"pessimas","negativo"
"pessimismo","negativo"
"pessimista","negativo"
"pessimistas","negativo"
"pessimo","negativo"
"pessimos","negativo"
"pior","negativo"
"piora","negativo"
"piorado","negativo"
"pioram","negativo"
"piorando","negativo"
"piorar","negativo"
"pioraram","negativo"
"piorarem","negativo"
"piore","negativo"
"piores","negativo"
"piorou","negativo"
"pobre","negativo"
"pobres","negativo"
"pobreza","negativo"
"poluem","negativo"
"poluente","negativo"
"poluentes","negativo"
"poluicao","negativo"
"poluida","negativo"
"poluidas","negativo"
"poluido","negativo"
"poluidor","negativo"
"poluidora","negativo"
"poluidoras","negativo"
"poluidores","negativo"
"poluidos","negativo"
"poluindo","negativo"
"poluir","negativo"
"precaria","negativo"
"precarias","negativo"
"precariedade","negativo"
"precario","negativo"
"precarios","negativo"
"precipitacao","negativo"
"precipitadas","negativo"
"precipitado","negativo"
"preconceito","negativo"
"preconceitos","negativo"
"predatoria","negativo"
"predatorio","negativo"
"prejudica","negativo"
"prejudicada","negativo"
"prejudicadas","negativo"
"prejudicado","negativo"
"prejudicados","negativo"
"prejudicam","negativo"
"prejudicando","negativo"
"prejudicar","negativo"
"prejudicara","negativo"
"prejudicaram","negativo"
"prejudicaria","negativo"
"prejudicariam","negativo"
"prejudicasse","negativo"
"prejudicava","negativo"
"prejudiciais","negativo"
"prejudicial","negativo"
"prejudicou","negativo"
"prejudique","negativo"
"prejudiquem","negativo"
"prejuizo","negativo"
"prejuizos","negativo"
"preocupa","negativo"
"preocupacao","negativo"
"preocupacoes","negativo"
"preocupada","negativo"
"preocupadas","negativo"
"preocupado","negativo"
"preocupados","negativo"
"preocupam","negativo"
"preocupando","negativo"
"preocupante","negativo"
"preocupantes","negativo"
"preocupar","negativo"
"preocupou","negativo"
"preso","negativo"
"presos","negativo"
"pressao","negativo"
"pressiona","negativo"
"pressionada","negativo"
"pressionado","negativo"
"Pressionado","negativo"
"pressionados","negativo"
"pressionam","negativo"
"pressionando","negativo"
"pressionar","negativo"
"pressionaram","negativo"
"pressionou","negativo"
"pressoes","negativo"
"prevaricacao","negativo"
"prevaricar","negativo"
"prisao","negativo"
"prisioneira","negativo"
"prisioneiras","negativo"
"prisioneiro","negativo"
"prisioneiros","negativo"
"prisoes","negativo"
"priva","negativo"
"privacao","negativo"
"privacoes","negativo"
"privam","negativo"
"privando","negativo"
"privar","negativo"
"privilegiadas","negativo"
"privilegiados","negativo"
"privilegiar","negativo"
"privilegios","negativo"
"problema","negativo"
"problemas","negativo"
"problematica","negativo"
"problematicas","negativo"
"problematico","negativo"
"problematicos","negativo"
"processado","negativo"
"proibe","negativo"
"proibem","negativo"
"proibia","negativo"
"proibicao","negativo"
"proibicoes","negativo"
"proibida","negativo"
"proibidas","negativo"
"proibido","negativo"
"proibidos","negativo"
"proibindo","negativo"
"proibir","negativo"
"proibira","negativo"
"proibiram","negativo"
"proibiu","negativo"
"propina","negativo"
"propinas","negativo"
"propinoduto","negativo"
"protecionismo","negativo"
"protecionista","negativo"
"protecionistas","negativo"
"protestos","negativo"
"provocacao","negativo"
"provocacoes","negativo"
"provocada","negativo"
"provocadas","negativo"
"provocado","negativo"
"provocados","negativo"
"provocam","negativo"
"provocando","negativo"
"provocar","negativo"
"provocara","negativo"
"provocaram","negativo"
"provocarem","negativo"
"provocaria","negativo"
"provocariam","negativo"
"provocou","negativo"
"punem","negativo"
"punicao","negativo"
"punicoes","negativo"
"punido","negativo"
"punindo","negativo"
"punir","negativo"
"quebra","negativo"
"quebrada","negativo"
"quebradas","negativo"
"quebradeira","negativo"
"quebrado","negativo"
"quebrados","negativo"
"quebram","negativo"
"quebrando","negativo"
"quebrar","negativo"
"quebraram","negativo"
"quebraria","negativo"
"quebras","negativo"
"quebrasse","negativo"
"quebrava","negativo"
"quebravam","negativo"
"quebre","negativo"
"quebrem","negativo"
"quebrou","negativo"
"queda","negativo"
"quedas","negativo"
"queixa","negativo"
"queixado","negativo"
"queixam","negativo"
"queixando","negativo"
"queixar","negativo"
"queixaram","negativo"
"queixas","negativo"
"queixava","negativo"
"queixavam","negativo"
"queixo","negativo"
"queixosos","negativo"
"queixou","negativo"
"racionalizacao","negativo"
"racionalizar","negativo"
"racionamento","negativo"
"rebaixa","negativo"
"rebaixada","negativo"
"rebaixadas","negativo"
"rebaixado","negativo"
"rebaixados","negativo"
"rebaixam","negativo"
"rebaixamento","negativo"
"rebaixamentos","negativo"
"rebaixando","negativo"
"rebaixar","negativo"
"rebaixou","negativo"
"recaem","negativo"
"recai","negativo"
"recaia","negativo"
"recaida","negativo"
"recaidas","negativo"
"recair","negativo"
"recaira","negativo"
"recairam","negativo"
"recaiu","negativo"
"receio","negativo"
"receios","negativo"
"recessao","negativo"
"recessivo","negativo"
"recesso","negativo"
"recessoes","negativo"
"reclama","negativo"
"reclamacao","negativo"
"reclamacoes","negativo"
"reclamada","negativo"
"reclamadas","negativo"
"reclamado","negativo"
"reclamados","negativo"
"reclamam","negativo"
"reclamando","negativo"
"reclamar","negativo"
"reclamaram","negativo"
"reclamarem","negativo"
"reclamava","negativo"
"reclamavam","negativo"
"reclamou","negativo"
"recuado","negativo"
"recuando","negativo"
"recuar","negativo"
"recuaram","negativo"
"recuo","negativo"
"recuos","negativo"
"recuou","negativo"
"recusa","negativo"
"recusada","negativo"
"recusadas","negativo"
"recusado","negativo"
"recusados","negativo"
"recusam","negativo"
"recusamos","negativo"
"recusando","negativo"
"recusar","negativo"
"recusara","negativo"
"recusaram","negativo"
"recusarem","negativo"
"recusasse","negativo"
"recusava","negativo"
"recusavam","negativo"
"recusou","negativo"
"reducao","negativo"
"reducoes","negativo"
"reduz","negativo"
"reduza","negativo"
"reduzam","negativo"
"reduzem","negativo"
"reduzi","negativo"
"reduzida","negativo"
"reduzidas","negativo"
"reduzido","negativo"
"reduzidos","negativo"
"reduzimos","negativo"
"reduzindo","negativo"
"reduzir","negativo"
"reduzira","negativo"
"reduziram","negativo"
"reduzirem","negativo"
"reduziria","negativo"
"reduziu","negativo"
"refazer","negativo"
"regressiva","negativo"
"rejeicao","negativo"
"rejeita","negativo"
"rejeitada","negativo"
"rejeitadas","negativo"
"rejeitado","negativo"
"rejeitados","negativo"
"rejeitam","negativo"
"rejeitando","negativo"
"rejeitar","negativo"
"rejeitara","negativo"
"rejeitaram","negativo"
"rejeitarem","negativo"
"rejeitasse","negativo"
"rejeitava","negativo"
"rejeitavam","negativo"
"rejeite","negativo"
"rejeitem","negativo"
"rejeito","negativo"
"rejeitos","negativo"
"rejeitou","negativo"
"removendo","negativo"
"remover","negativo"
"removeu","negativo"
"removida","negativo"
"removidas","negativo"
"removido","negativo"
"removidos","negativo"
"renunciar","negativo"
"renunciaram","negativo"
"renuncias","negativo"
"repressao","negativo"
"repressivo","negativo"
"reprime","negativo"
"reprimi","negativo"
"reprimida","negativo"
"reprimidas","negativo"
"reprimido","negativo"
"reprimidos","negativo"
"reprimindo","negativo"
"reprimir","negativo"
"reprimiu","negativo"
"reprovacao","negativo"
"reprovado","negativo"
"reprovados","negativo"
"repudia","negativo"
"repudiada","negativo"
"repudiado","negativo"
"repudiam","negativo"
"repudiamos","negativo"
"repudiando","negativo"
"repudiar","negativo"
"repudiaram","negativo"
"repudio","negativo"
"repudiou","negativo"
"repugnancia","negativo"
"repugnante","negativo"
"repulsa","negativo"
"repulsivo","negativo"
"restricao","negativo"
"restricoes","negativo"
"restringe","negativo"
"restringem","negativo"
"restringi","negativo"
"restringia","negativo"
"restringido","negativo"
"restringindo","negativo"
"restringir","negativo"
"restringira","negativo"
"restringiram","negativo"
"restringiria","negativo"
"restringiu","negativo"
"restrinja","negativo"
"restrinjam","negativo"
"retaliacao","negativo"
"retaliar","negativo"
"retardar","negativo"
"retencao","negativo"
"retira","negativo"
"retirada","negativo"
"retiradas","negativo"
"retirado","negativo"
"retirados","negativo"
"retiram","negativo"
"retirando","negativo"
"retirar","negativo"
"retiraram","negativo"
"retirarem","negativo"
"retiraria","negativo"
"retirasse","negativo"
"retirassem","negativo"
"retirava","negativo"
"retiravam","negativo"
"retracao","negativo"
"retroceder","negativo"
"retrocederam","negativo"
"retrocedeu","negativo"
"retrocesso","negativo"
"retrocessos","negativo"
"revolta","negativo"
"revoltada","negativo"
"revoltado","negativo"
"revoltados","negativo"
"revoltante","negativo"
"revoltaram","negativo"
"revoltas","negativo"
"revoltosos","negativo"
"revoltou","negativo"
"ridicularizada","negativo"
"ridicularizados","negativo"
"ridicularizam","negativo"
"ridiculo","negativo"
"ridiculos","negativo"
"risco","negativo"
"riscos","negativo"
"rivais","negativo"
"rival","negativo"
"rivalidade","negativo"
"rivalidades","negativo"
"rombo","negativo"
"rombos","negativo"
"rompe","negativo"
"rompem","negativo"
"rompendo","negativo"
"romper","negativo"
"rompera","negativo"
"romperam","negativo"
"romperia","negativo"
"rompeu","negativo"
"rompida","negativo"
"rompidas","negativo"
"rompido","negativo"
"rompidos","negativo"
"rompimento","negativo"
"rompimentos","negativo"
"rouba","negativo"
"roubada","negativo"
"roubadas","negativo"
"roubado","negativo"
"roubados","negativo"
"roubalheira","negativo"
"roubam","negativo"
"roubando","negativo"
"roubar","negativo"
"roubaram","negativo"
"roubava","negativo"
"roubo","negativo"
"roubos","negativo"
"roubou","negativo"
"ruido","negativo"
"ruidos","negativo"
"ruidosa","negativo"
"ruidoso","negativo"
"ruidosos","negativo"
"ruim","negativo"
"ruina","negativo"
"ruinas","negativo"
"ruins","negativo"
"ruir","negativo"
"ruiram","negativo"
"ruiu","negativo"
"ruptura","negativo"
"rupturas","negativo"
"sabotadores","negativo"
"sabotagem","negativo"
"sabotagens","negativo"
"sabotar","negativo"
"sabotou","negativo"
"sacrifica","negativo"
"sacrificada","negativo"
"sacrificadas","negativo"
"sacrificado","negativo"
"sacrificados","negativo"
"sacrificam","negativo"
"sacrificando","negativo"
"sacrificar","negativo"
"sacrificaram","negativo"
"sacrificio","negativo"
"sacrificios","negativo"
"sacrificou","negativo"
"sancao","negativo"
"sancoes","negativo"
"segregacao","negativo"
"severamente","negativo"
"severo","negativo"
"sobrecarga","negativo"
"sobretaxa","negativo"
"sobretaxas","negativo"
"socorre","negativo"
"socorrendo","negativo"
"socorrer","negativo"
"socorreram","negativo"
"socorreu","negativo"
"socorrida","negativo"
"socorridas","negativo"
"socorrido","negativo"
"socorridos","negativo"
"socorro","negativo"
"socorros","negativo"
"sofra","negativo"
"sofre","negativo"
"sofrem","negativo"
"sofremos","negativo"
"sofrendo","negativo"
"sofrer","negativo"
"sofrera","negativo"
"sofreram","negativo"
"sofrerao","negativo"
"sofrerem","negativo"
"sofreu","negativo"
"sofria","negativo"
"sofrida","negativo"
"sofridas","negativo"
"sofrido","negativo"
"sofridos","negativo"
"sofrimento","negativo"
"sofrivel","negativo"
"sonega","negativo"
"sonegacao","negativo"
"sonegado","negativo"
"sonegador","negativo"
"sonegadores","negativo"
"sonegados","negativo"
"sonegam","negativo"
"sonegar","negativo"
"sonegou","negativo"
"stress","negativo"
"subdesenvolvido","negativo"
"subdesenvolvidos","negativo"
"subdesenvolvimento","negativo"
"subestimada","negativo"
"subestimado","negativo"
"subestimados","negativo"
"subestimar","negativo"
"subordinacao","negativo"
"subordinada","negativo"
"subordinado","negativo"
"subordinados","negativo"
"subornado","negativo"
"subornar","negativo"
"suborno","negativo"
"subornos","negativo"
"subtrair","negativo"
"subutilizadas","negativo"
"sumico","negativo"
"sumido","negativo"
"sumindo","negativo"
"sumir","negativo"
"sumiram","negativo"
"sumiu","negativo"
"superfaturada","negativo"
"superfaturadas","negativo"
"superfaturado","negativo"
"superfaturados","negativo"
"superfaturamento","negativo"
"superfaturamentos","negativo"
"superfaturar","negativo"
"suspeita","negativo"
"suspeitam","negativo"
"suspeitar","negativo"
"suspeitaram","negativo"
"suspeitas","negativo"
"suspeitava","negativo"
"suspeitavam","negativo"
"suspeito","negativo"
"suspeitos","negativo"
"suspeitou","negativo"
"suspende","negativo"
"suspendem","negativo"
"suspendendo","negativo"
"suspender","negativo"
"suspenderam","negativo"
"suspenderia","negativo"
"suspendeu","negativo"
"suspendido","negativo"
"suspensa","negativo"
"suspensao","negativo"
"suspensas","negativo"
"suspenso","negativo"
"suspensoes","negativo"
"suspensos","negativo"
"susto","negativo"
"sustos","negativo"
"teme","negativo"
"temem","negativo"
"temendo","negativo"
"temer","negativo"
"temeram","negativo"
"temerem","negativo"
"temerosa","negativo"
"temeroso","negativo"
"temerosos","negativo"
"temeu","negativo"
"temia","negativo"
"temiam","negativo"
"temida","negativo"
"temidas","negativo"
"temido","negativo"
"temidos","negativo"
"temor","negativo"
"temores","negativo"
"tensa","negativo"
"tensao","negativo"
"tensas","negativo"
"tenso","negativo"
"tensoes","negativo"
"tensos","negativo"
"termina","negativo"
"terminada","negativo"
"terminadas","negativo"
"terminado","negativo"
"terminados","negativo"
"terminam","negativo"
"terminar","negativo"
"termino","negativo"
"terriveis","negativo"
"terrivel","negativo"
"terrivelmente","negativo"
"terror","negativo"
"terrorismo","negativo"
"terrorista","negativo"
"terroristas","negativo"
"tirar","negativo"
"tiraram","negativo"
"tirarem","negativo"
"tiraria","negativo"
"tirava","negativo"
"tragedia","negativo"
"tragedias","negativo"
"tragica","negativo"
"tragicamente","negativo"
"tragicas","negativo"
"tragico","negativo"
"tragicos","negativo"
"traicao","negativo"
"traicoes","negativo"
"traida","negativo"
"traido","negativo"
"traidor","negativo"
"traidores","negativo"
"traidos","negativo"
"traindo","negativo"
"trair","negativo"
"trairam","negativo"
"traiu","negativo"
"transgressao","negativo"
"transgressoes","negativo"
"trauma","negativo"
"traumas","negativo"
"traumatica","negativo"
"traumaticas","negativo"
"traumatico","negativo"
"traumatizada","negativo"
"traumatizado","negativo"
"triste","negativo"
"tristemente","negativo"
"tristes","negativo"
"tristeza","negativo"
"turbulencia","negativo"
"turbulencias","negativo"
"urgencia","negativo"
"urgencias","negativo"
"vandalismo","negativo"
"vandalos","negativo"
"vergonha","negativo"
"vergonhas","negativo"
"vergonhosa","negativo"
"vergonhosas","negativo"
"vergonhoso","negativo"
"vergonhosos","negativo"
"veta","negativo"
"vetada","negativo"
"vetadas","negativo"
"vetado","negativo"
"vetados","negativo"
"vetam","negativo"
"vetando","negativo"
"vetar","negativo"
"vetaram","negativo"
"veto","negativo"
"vetos","negativo"
"vetou","negativo"
"vingado","negativo"
"vinganca","negativo"
"vingar","negativo"
"vingou","negativo"
"viola","negativo"
"violacao","negativo"
"violacoes","negativo"
"violada","negativo"
"violadas","negativo"
"violado","negativo"
"violador","negativo"
"violadores","negativo"
"violados","negativo"
"violam","negativo"
"violando","negativo"
"violar","negativo"
"violaram","negativo"
"violarem","negativo"
"violaria","negativo"
"violencia","negativo"
"violencias","negativo"
"violenta","negativo"
"violentamente","negativo"
"violentas","negativo"
"violento","negativo"
"violentos","negativo"
"volateis","negativo"
"volatil","negativo"
"volatilidade","negativo"
"volatilidades","negativo"
"zera","negativo"
"zerada","negativo"
"zeradas","negativo"
"zerado","negativo"
"zerados","negativo"
"zerar","negativo"
"zero","negativo"
"zeros","negativo"
"zerou","negativo"
